ID;leftContext;node;rightContext;truth
56;"; an þæra wæs Wilfrid bisceop þe heo swyðost lufode , and he sæde Bedan þæt se cyning Ecfrid him oft behete mycel on lande and on feo , gif he læran mihte Æðeldryðe his gebeddan , þæt heo bruce his synscipes . Nu cwæð se halga Beda þe þas";boc;gesette þæt se ælmihtiga God mihte eaðe gedon , nu on urum dagum , þæt Æðeldryð þurhwunode ungewemmed mæden , þeah ðe heo wer hæfde , swa swa on ealdum dagum hwilon ær getimode þurh þone ylcan God þe æfre þurhwunað mid his gecorenum halgum , swa swa he sylf;singular
57;siððan buta ðrittig geara wæron wunigende butan hæmede and fela ælmyssan worhton , oð þæt se wer ferde to munuclicere drohtnunge , and Drihtnes englas comon eft on his forðsiðe , and feredon his sawle mid sange to heofonum , swa swa us secgað bec . Manega bysna synd on;bocum;"be swylcum , hu oft weras and wif wundorlice drohtnodon , and on clænnysse wunodon , to wuldre þam hælende , þe þa clænnysse astealde , Crist ure hælend , þam is a wurðmynt and wuldor on ecnysse ; AMEN . UI. NONAS IULII . NATALE SANCTI SWYÐUNI EPISCOPI .";plural
58;ðæs æðelan cynincges , þaða se cristendom wæs wel ðeonde þurh God on Angelcynne under ðam ylcan cynincge , þa geswutelode God þone sanct Swyðun mid manegum wundrum , þæt he mære is . His dæda næron cuðe ærðan þe hi God sylf cydde , ne we ne fundon on;bocum;"hu se bisceop leofode on þysre worulde , ærðan þe he gewende to Criste . Þæt wæs þæra gymeleast þe on life hine cuþon , þæt hi noldon awritan his weorc and drohtnunge þam towerdum mannum ðe his mihte ne cuðon ; ac God hæfð swa þeah his lif geswutelod";plural
59;gehæled þurh þone halgan Swiþun , and Landferð se ofersæwisca hit gesette on Læden . Nu is to witenne þæt we ne sceolan cepan ealles to swyðe be swefnum , forðan þe hi ealle ne beoð of Gode . Sume swefna syndon soðlice of Gode , swa swa we on;bocum;rædað , and sume beoð of deofle to sumum swicdome hu he ða sawle forpære , ac his gedwimor ne mæg derian þam godum , gif hi hi bletsiaþ , and hi gebiddað to Gode . Þa swefna beoð wynsume þe gewurðaþ of Gode , and þa beoð egefulle ðe;plural
60;"God gelyfdon , for ðam gramlicum dædum ; and manega gebugon to ðam manfullan hæðengilde , and eac fela wiðcwædon þæs cyninges hæsum , and woldon heora lif forlætan ærþan ðe heora geleafan , and noldon hi fylan mid þam fulan hæðenscype , ne Godes æ tobrecan þe hi on";bocum;ræddon . Hwæt þa wearð gelæht sum geleafful bocere , harwencge and eald , se hatte Eleazarus , and hi bestungon him on muþ , mid mycelre ðreatunge , þone fulan mete þe Moyses forbead Godes folce to þicgenne , for þære gastlican getacnunge . We moton nu secgan swutellicor;plural
61;gesunde comon eft to heora earde , of swa micelre frecednysse . Ac heora geferan æt ham fuhton unwærlice wið þa hæðenan leoda ofer Iudan leafe þa hwile ðe he ute wæs , and wurdon ða ofslagene wel fela manna , ða ða hi fuhton buton wisdome . Seo æftre;boc;us sægð þæt hi on sumne sæl fuhton , þa wurdon hi sume beswicene mid gitsunge , swa þæt hi feoh naman , and fracodlice behyddan on heora bosmum , of ðam deofollicum biggencgum , ongean Godes æ , and hi ealle ðær feollon þe þæt feoh behyddon on ðam;singular
62;and swa hwider swa he com he cydde þas wundra . Forþy ne sceall nan mann awægan þæt he sylfwylles behæt þam ælmihtigan Gode , þonne he adlig bið , þe læs þe he sylf losige , gif he alihð Gode þæt . Nu cwæð se halga Beda þe ðas;boc;gedihte , þæt hit nan wundor nys , þæt se halga cynincg untrumnysse gehæle nu he on heofonum leofað , for ðan þe he wolde gehelpan , þa þa he her on life wæs , þearfum and wannhalum , and him bigwiste syllan . Nu hæfð he þone wurðmynt on;singular
63;rode , Criste to wurðmynte . And se casere siððan fela goda gedyde þær , and Godes cyrcan gegodode mid landum and bigleofum , and Godes lof geedniwode . Ferde ða to his cynestole to Constantinopolim mid micclum geleafan Godes mærða smeagende . Nu is se dæg gecwæden on cristenum;bocum;", Exaltatio Sancte crucis ; þæt is on engliscre spræce , upahefednyss þære halgan rode , forþan þe heo wæs ahafen mid healicum wurðmynte on þam foresædan dæge , Drihtne to lofe . Is swaþeah to witenne þæt heo is wide todæled , mid gelomlicum ofcyrfum to lande gehwilcum ,";plural
64;beswac fornean , þa þa he of þam slæpe asceacen wearð swa færlice , þæt he þone ræd ne cuþe þæt he hine swa hraþe gebæde ac to late began hine gebiddan to Gode þæt he hine alysde of þæs liges frecednysse . Be þam mæg undergitan se þe þas;boc;ræt þæt Martinus næs þurh þa micelan frecednysse to forwyrde gecostnod , ac wæs afandod swa swa se apostol Paulus on his pistole sæde , þæt he sylf wunode on sægrunde middan ofer dæg and ofer niht ungederod þurh God . Martinus eode mid his munecum sume dæg to cyrcan;singular
65;"mergen he gewat þa þa he wæs on ylde an and hundeahtatig wintre , and æfter Cristes þrowunge feower hund wintre , and twelf on getele ; and fela manna þa gehyrdon on his forðsiðe singendra engla swiðe hlude stemna upon heanysse geond þa heofonas swegende , swa hit on";bocum;sægð þe be him synd awritene . His lic wearð gesewen sona on wuldre beorhtre þonne glæs , hwittre þonne meolc , and his andwlita scean swiþor þonne leoht , þa iu gewuldrod to þam towerdan æriste . Eala hwilc heofung holdra geleaffulra hlude þa swegende , and swiðost þære;plural
66;læran cuðan . Ac seo lar ne mihte þe butan geleafan wæs þam cneorðlæcendum cnihte cyðan be his Scyppende , þonne þe he sohte , þeah þe heo him secgan ne cuðe . Him becom þa on mod þurh mynegunge Godes þæt heo sceolde secan þa soðan lare on cristenum;bocum;be his scyppende . Hwæt þa Basilius bliðlice ferde to Egypta lande and þær leornode twelf monað on halgum bocum be þæs hælendes fære , hu he þisne middaneard mid him sylfum alysde . Æfter geares fyrste ferde him eft ongean to his ealdan lareowe , and lærde hine be;plural
67;þonne þe he sohte , þeah þe heo him secgan ne cuðe . Him becom þa on mod þurh mynegunge Godes þæt heo sceolde secan þa soðan lare on cristenum bocum be his scyppende . Hwæt þa Basilius bliðlice ferde to Egypta lande and þær leornode twelf monað on halgum;bocum;be þæs hælendes fære , hu he þisne middaneard mid him sylfum alysde . Æfter geares fyrste ferde him eft ongean to his ealdan lareowe , and lærde hine be Criste , hu mildheortlice he alysde mancynn on rode , and hu he of deaðe aras on ðam þriddan dæge;plural
68;Þa wurdon hi æt spræce oþþæt Dunstan rehte be Sancte Eadmunde , swa swa Eadmundes swurdbora hit rehte Æþelstane cynincge þa þa Dunstan iung man wæs , and se swurdbora wæs forealdod man . Þa gesette se munuc ealle þa gereccednysse on anre bec , and eft ða þa seo;boc;com to us binnan feawum gearum þa awende we hit on englisc , swa swa hit heræfter stent . Se munuc þa Abbo binnan twam gearum gewende ham to his mynstre and wearð sona to abbode geset on þam ylcan mynstre . Eadmund se eadiga Eastengla cynincg wæs snotor and;singular
69;in to þe , ac þines fæder wop ic wolde gestillan , þæt þu him ne losige ne huru þam godum . Crisantus þa axode betwux oþrum spræcum , Hwilce godnysse hæfde eower god Saturnus þe abat his suna þonne hi geborene wæron , swa swa his biggengan on heora;bocum;awriton , oþþe hwilce godnysse hæfde se gramlica Iouis se þe on fulum forligre leofode on worulde , and his agen swustor him geceas to wife , and manega manslihtas and morðdæda gefremode , and drycræft arærde to bedydrigenne þa unwaran ? Oððe hwylc halignyss wæs on þam hetelan Ercule;plural
70;his fiðerum aweg , and eac þa reðan deor mid his onræsum . Se ælmihtiga God þe þe Eliam his witegan þurh þone sweartan hræm asende hwilon mete , on þam westene ðe he onwunode , and hine þa afedde ðær þur þæs fugelas þenunge , swa swa on cyninga;bocum;"fulcuð is be þam ; þe ylca God geheold nu þæs halgan weres lic , þurh þæs hremmes weardunge wið þa oðre fugelas . Þis wearð eft gecydd þam arleasan Datiane , and he þa geangsumod þus cwæþ : Ne mæg ic hine oferswiðan forðon swa deadne ? Swa ic";plural
71;he hæfde oferswiðod woruldlice gælsan and þone gramlican feond . Of Marian werode wæs þus geclypod , Eadig eart þu Basilissa , forþan þe þu gebygdest þin mod to halwendum mynegungum and middaneardlice swæsnysse mid ealle forsihst , and þe sylfe gearcost to wuldre . Þa com to ðam bedde;boc;fram þam hælende . And twegen his halgan mid twam cynehelmum arærdan hi þa upp and heton hi rædan . Ða rædde Iulianus þas word on þære bec , Se þe for minre lufe middaneard forsihð , he bið soðlice geteald to þam unbesmitenum halgum , þe næran on heora;singular
72;mæge spræcan , se ðe seðe Zacharian muð his mæran witegan mid witegunge geopenade þa ða he awrat Iohannes . Þa spræc þæt dumbe wif , hire nama wæs Zoe , and cwæð þæt heo gesawe þone scinendan æncgel cumende of heofenum to þam halgan wære , and heold ane;boc;ætforan his eagum , and be þære bec sæde Sebastianus þa lare . Þa cwæð Zoe to Sebastiane eft , Eadige synd þa þe þinum wordum gelyfað , and þa beoð awyrigde þe þises twyniað . Swa swa dægred todræfð þa dimlican þystra , and manna eagan onlyht þe blinde;singular
73;land becuman wæs , and him wearð eac gecydd be Maures tocyme . Se þegn wæs wunigende butan wifes neawiste , forðan þe his gebedda gefaren wæs of life , and læfde him ænne sunu þe siððan wæs munuc and abbod æfter Maure , mærlice drohtnigende , swa swa þeos;boc;segð swutelice her bæftan . Hwæt þa Florus ferde fægen him togeanes , and mid micelre arwurðnysse þa æðelan Godes menn underfeng to him and foresceawode him wununge , herigende his Drihten and ðone halgum Benedictum . Se Florus wæs ða fyrmest þæra Francena þegna , and ðam cyninge leofest;singular
74;gewyrdelican race , on ledenum gereorde ac we it reccað on englisc . Sy wuldor and lof ðam welwillendan Gode , se ðe seðe wurðað his halgan mid wuldre on ecnysse . AMEN . XII. KALENDAS FEBRUARIAS . NATALE SANCTE AGNETIS UIRGINIS . Ambrosius bisceop binnan Mediolana afunde on ealdum;bocum;be ðære eadigan Agne , hu heo on Rome byrig reðe ehtnysse acom , and on mægðhade martyrdom ðrowode . Ða awrat Ambrosius be þam mædene ðus . On þære tide wæs sum æðelboren mæden Agnes gehaten , on ðone hælend gelyfed , binnan Rome byrig , bilewit and snotor;plural
75;", &amp; heo his heorte aræreð to þan upplicen gefean . Se þe wyle simle mid Gode beon , he sceal him oft gebiddan , &amp; he sceal oft halige gewriten rædan , for þan þe þonne we us gebiddað , we specað to Gode , &amp; þonne we halge";bech;"rædað , God specð to us . Seo halige ræding twifealde gyfe heo brincð þan rædindan . Ærest heo lærð his modes andgit , þæt hit þa scearpere byð , &amp; eac þæt heo fram þysses middeneardes idelnysse to Godes lufe gelædeð . Seo ræding haligre gewritan is swyðe arfæstlic";plural
76;"cyrican geedniwode &amp; worhte mid þæs cyninges fultume Æðelbyrhtes . Ðætte Agustinus þæt mynster þara apostola Petrus &amp; Paulus getimbrade ; &amp; be his þam ærestan abbude Petro . Ðætte Æðelfrið Norðanhymbra cyning Scotta þeode mid gefeohte ofercom , &amp; hi of Angelðeode gemærum adrof . Her endað seo forme";boc;". Her onginneð seo oðer boc . Be forðfore þæs eadigan papan Gregorius . Ðæt Agustinus Brytta biscopas for rihtgeleaffulre sibbe lærde &amp; monade , ge eac gedonum beforan him heofonlican wundre : &amp; eac hwylc wracu him forhogiende æfterfyligde . Þæt he Agustinus Mellitum &amp; Iustum to biscopum gehalgode";singular
77;"cyninges fultume Æðelbyrhtes . Ðætte Agustinus þæt mynster þara apostola Petrus &amp; Paulus getimbrade ; &amp; be his þam ærestan abbude Petro . Ðætte Æðelfrið Norðanhymbra cyning Scotta þeode mid gefeohte ofercom , &amp; hi of Angelðeode gemærum adrof . Her endað seo forme boc . Her onginneð seo oðer";boc;". Be forðfore þæs eadigan papan Gregorius . Ðæt Agustinus Brytta biscopas for rihtgeleaffulre sibbe lærde &amp; monade , ge eac gedonum beforan him heofonlican wundre : &amp; eac hwylc wracu him forhogiende æfterfyligde . Þæt he Agustinus Mellitum &amp; Iustum to biscopum gehalgode : &amp; be his forðfore .";singular
78;"him gecoren wæs &amp; fram Paulino on Lindcylene gehalgod wæs ; &amp; þæt he fram Honorio þam papan ærendgewrito &amp; pallium onfeng . Ðætte , ofslegenum Eadwine fram Pendan Myrcna cyninge , Paulinus se bisceop wæs eft cumende to Cent &amp; on Hrofeceastre biscopsetl onfeng . Her endað seo oðer";boc;". And her onginneð seo þridde . Ðæt þa forman æfterfyligende Eadwines cyninges þone geleafan his agenre þeode besmiton : &amp; Oswald se cristenesta cyning þara ægðer geedniwode . Ðæt se ylca cyning biddende of Sceotta þeode biscope onfeng Aidanum on naman gehatenne , &amp; him on Lindesfarona ealonde biscopsetl";singular
79;", þonone sona hi hider onsendon gewritu þæs apostolican papan &amp; þær cyddon hine forðferende . Ðæt Eastseaxan on þa tid ðæs mancwealmes to deofolgylde wæron eft gecyrde , &amp; eft þurh ða geornfulnesse Germanus ðæs biscopes hi sona fram heora gedwolan wæron eft gecyrde . Her endað se þridde";boc;". Her onginneð seo feorðe boc . Ðætte forðferdum Deusdedit ðon arcebiscope , Wigheard wæs þam biscophade to onfonne to Rome onsended : ac him þær forðferendum , Ðeodorus wæs to arcebiscope gehalgod &amp; mid Adriane þam abbude wæs to Breotone onsended . Ðæt Þeodorus se arcebiscop gondferend ealle Angelcynnes";singular
80;"gewritu þæs apostolican papan &amp; þær cyddon hine forðferende . Ðæt Eastseaxan on þa tid ðæs mancwealmes to deofolgylde wæron eft gecyrde , &amp; eft þurh ða geornfulnesse Germanus ðæs biscopes hi sona fram heora gedwolan wæron eft gecyrde . Her endað se þridde boc . Her onginneð seo feorðe";boc;". Ðætte forðferdum Deusdedit ðon arcebiscope , Wigheard wæs þam biscophade to onfonne to Rome onsended : ac him þær forðferendum , Ðeodorus wæs to arcebiscope gehalgod &amp; mid Adriane þam abbude wæs to Breotone onsended . Ðæt Þeodorus se arcebiscop gondferend ealle Angelcynnes cyricean mid rihtgeleaffulre soðfæstnysse , &amp;";singular
81;"clæne ælcere brosnunge funden &amp; gemeted : &amp; æfter noht mycele fyrste ðæs his æfterfyligend of þyssum middanearde geferde . Ðæt æt his reliquium nu niwan wæs sum man gehæled fram þære adle his eagan . Ðæt oðer æt his byrigenne fram lyftadle wæs gehæled . Her endað seo feorðe";boc;". Her onginneð seo fifte boc . Ðæt Æðelwold Sancte Cuþberhtes æfterfyligend on ancersetle ond ancerlife geseted þam winnendum broðrum on sæ gebiddende ðone storm he gesette &amp; gestilde . Ðæt se biscop Iohannes ænne dumbne monn gebiddende gehælde . Ðæt se ylca biscop an adliende mæden gebiddende gehælde .";singular
